source,company,vertical,region,owner_contact,channel,message_variant,response,objection,proof_walkthrough_status,checkout_status,activation_status,next_state,touch_count,spend_cents,notes,source_url,contact_url,batch,email,email_source_page,email_confidence,crawl_status
manual_research,Aloha Maintenance and Paint LLC,handyman,Reno NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.alohamaintenanceandpaintllc.com/,https://www.alohamaintenanceandpaintllc.com/,001,alohamaintenance4u@gmail.com,https://www.alohamaintenanceandpaintllc.com/,medium,crawled
manual_research,Climate Pros of Northern Nevada,hvac,Reno NV,public_contact_form,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://climateprosnv.com/contact-us/,https://climateprosnv.com/contact-us/,001,info@climateprosnv.com,https://climateprosnv.com/contact-us/,high,crawled
manual_research,Contact Electric Inc,electrician,Reno NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.icontactelectric.com/contact/,https://www.icontactelectric.com/contact/,001,contactelectric@sbcglobal.net,https://www.icontactelectric.com/contact/,medium,crawled
manual_research,Enhanced Electrical,electrician,Reno NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://enhancedelectrical.net/,https://enhancedelectrical.net/,001,,,,crawled
manual_research,Goettl Reno Plumbing,plumbing,Reno/Sparks NV,public_booking_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.goettl.com/location/reno-nevada/plumbing/,https://www.goettl.com/location/reno-nevada/plumbing/,001,,,,unreachable
manual_research,HandyGreen Home Solutions,handyman,Reno NV,public_booking_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.handygreenreno.com/,https://www.handygreenreno.com/,001,dan@handygreenreno.com,https://www.handygreenreno.com/,medium,crawled
manual_research,Happy Heating and Air Conditioning,hvac,Reno NV,public_contact_page,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.happyheaters.com/,https://www.happyheaters.com/,001,info@happyheaters.com,https://www.happyheaters.com/,medium,crawled
manual_research,Joe's Roofing,roofing,Reno NV,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://joesroofingreno.com/,https://joesroofingreno.com/,001,info@joesroofingreno.com,https://joesroofingreno.com/,medium,crawled
manual_research,KD Electric,electrician,Reno/Sparks/Tahoe,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://kdelectricacdc.com/,https://kdelectricacdc.com/,001,info@kdelectricacdc.com,https://kdelectricacdc.com/,medium,crawled
manual_research,Lobo Roofing NV,roofing,Sparks NV,public_contact_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.loboroofingnv.com/,https://www.loboroofingnv.com/,001,shaywithloboroofing@gmail.com,https://www.loboroofingnv.com/,medium,crawled
manual_research,Master Service Plumbing,plumbing,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://masterserviceplumbing.com/,https://masterserviceplumbing.com/,001,,,,crawled
manual_research,Merit Electric,electrician,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.meritelectricreno.com/,https://www.meritelectricreno.com/,001,info@meritelectricreno.com,https://www.meritelectricreno.com/,high,crawled
manual_research,Mountainside Home Care,handyman,Reno/Tahoe,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://mountainsidehomecare.com/handyman-services-reno-nv/,https://mountainsidehomecare.com/handyman-services-reno-nv/,001,,,,crawled
manual_research,Nevada Roofing Division,roofing,Reno NV,public_contact_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.nevadaroofingdivision.com/contact/,https://www.nevadaroofingdivision.com/contact/,001,info@nevadaroofingdivision.com,https://www.nevadaroofingdivision.com/contact/,high,crawled
manual_research,Nod's Plumbing,plumbing,Northern Nevada,public_estimate_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://nphnv.com/,https://nphnv.com/,001,josh@nphnv.com,https://nphnv.com/,high,crawled
