source,company,vertical,region,owner_contact,channel,message_variant,response,objection,proof_walkthrough_status,checkout_status,activation_status,next_state,touch_count,spend_cents,notes,source_url,contact_url
manual_research,Goettl Reno Plumbing,plumbing,Reno/Sparks NV,public_booking_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.goettl.com/location/reno-nevada/plumbing/,https://www.goettl.com/location/reno-nevada/plumbing/
manual_research,Master Service Plumbing,plumbing,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://masterserviceplumbing.com/,https://masterserviceplumbing.com/
manual_research,Savage and Son,plumbing_hvac,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://savageandson.com/,https://savageandson.com/
manual_research,Nod's Plumbing,plumbing,Northern Nevada,public_estimate_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://nphnv.com/,https://nphnv.com/
manual_research,United Plumbing,plumbing,Reno NV,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.unitednv.com/,https://www.unitednv.com/
manual_research,Pinnacle Heating and Air Conditioning,hvac,Reno NV,public_contact_page,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.pinnaclehvacinc.com/,https://www.pinnaclehvacinc.com/
manual_research,Sierra Air,hvac,Reno/Sparks NV,public_contact_page,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://sierraair.com/areas-we-serve/hvac-nevada/sparks/,https://sierraair.com/contact-us/
manual_research,Happy Heating and Air Conditioning,hvac,Reno NV,public_contact_page,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.happyheaters.com/,https://www.happyheaters.com/
manual_research,Climate Pros of Northern Nevada,hvac,Reno NV,public_contact_form,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://climateprosnv.com/contact-us/,https://climateprosnv.com/contact-us/
manual_research,Ross Heating and Air Conditioning,hvac,Northern Nevada,public_estimate_tool,website_form,after_hours_recovery,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://rossheatingair.com/contact-us/,https://rossheatingair.com/contact-us/
manual_research,Joe's Roofing,roofing,Reno NV,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://joesroofingreno.com/,https://joesroofingreno.com/
manual_research,Scott Roofing Reno,roofing,Sparks NV,public_contact_page,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://scottroofingreno.com/,https://scottroofingreno.com/
manual_research,Summit Roofing LLC,roofing,Sparks NV,public_contact_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://summitroofingnv.com/,https://summitroofingnv.com/
manual_research,Nevada Roofing Division,roofing,Reno NV,public_contact_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.nevadaroofingdivision.com/contact/,https://www.nevadaroofingdivision.com/contact/
manual_research,Lobo Roofing NV,roofing,Sparks NV,public_contact_form,website_form,urgent_job_calls,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.loboroofingnv.com/,https://www.loboroofingnv.com/
manual_research,Merit Electric,electrician,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.meritelectricreno.com/,https://www.meritelectricreno.com/
manual_research,KD Electric,electrician,Reno/Sparks/Tahoe,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://kdelectricacdc.com/,https://kdelectricacdc.com/
manual_research,Wire Me Electric,electrician,Reno/Tahoe,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://wiremeelectric.com/,https://wiremeelectric.com/
manual_research,Enhanced Electrical,electrician,Reno NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://enhancedelectrical.net/,https://enhancedelectrical.net/
manual_research,Select Electric,electrician,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.selectelectricnv.com/,https://www.selectelectricnv.com/
manual_research,Contact Electric Inc,electrician,Reno NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.icontactelectric.com/contact/,https://www.icontactelectric.com/contact/
manual_research,Aloha Maintenance and Paint LLC,handyman,Reno NV,public_contact_form,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.alohamaintenanceandpaintllc.com/,https://www.alohamaintenanceandpaintllc.com/
manual_research,TruBlue Reno,handyman,Reno NV,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.trublueally.com/reno/handyman-servives/handyman-and-home-repair,https://www.trublueally.com/reno/handyman-servives/handyman-and-home-repair
manual_research,HandyGreen Home Solutions,handyman,Reno NV,public_booking_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://www.handygreenreno.com/,https://www.handygreenreno.com/
manual_research,Mountainside Home Care,handyman,Reno/Tahoe,public_contact_page,website_form,missed_call_direct,no_response,,not_requested,not_started,not_started,researched,0,0,Public official site from launch research; no message sent,https://mountainsidehomecare.com/handyman-services-reno-nv/,https://mountainsidehomecare.com/handyman-services-reno-nv/
